id,fixture_id,team_id,player_id,assist_id,type,detail,comments,elapsed,extra,minute,player_name,assist_name
321549,1371993,33,19220.0,,Goal,Normal Goal,,90,1,91,Mason Mount,
321574,1371997,543,9971.0,,Goal,Normal Goal,,30,0,30,Antony,
321634,1235000,510,287917.0,,Goal,Normal Goal,,47,0,47,Simone Rabbi,
321665,1235009,515,30790.0,,Goal,Penalty,,75,0,75,Gianluca Lapadula,
321687,1235006,1578,30691.0,,Goal,Normal Goal,,22,0,22,Alessandro Mallamo,
321688,1235006,1578,30971.0,,Goal,Penalty,,37,0,37,Gabriele Gori,
321689,1235006,801,180982.0,,Goal,Normal Goal,,39,0,39,Alexander Lind,
321697,1235006,1578,106232.0,,Goal,Normal Goal,,67,0,67,Nicola Pietrangeli,
321700,1235006,801,30530.0,,Goal,Normal Goal,,78,0,78,Leonardo Sernicola,
321707,1235006,801,43129.0,,Goal,Normal Goal,,90,3,93,Adrian Rus,
321709,1235002,880,429064.0,,Goal,Normal Goal,,29,0,29,Natan Girma,
321721,1235004,518,32095.0,,Goal,Own Goal,,25,0,25,Cristian Cauz,
321737,1235004,518,353613.0,,Goal,Normal Goal,,89,0,89,Gabriele Calvani,
321758,1235001,509,30687.0,,Goal,Normal Goal,,12,0,12,Simone Bastoni,
321774,1342002,766,386756.0,,Goal,Normal Goal,,47,0,47,Yannick Agnero,
321815,1372334,566,26856.0,,Goal,Normal Goal,,52,0,52,Dinis Almeida,
321816,1372334,1430,10714.0,,Goal,Normal Goal,,66,0,66,Tonislav Yordanov,
321819,1372613,853,13677.0,,Goal,Normal Goal,,12,0,12,Marcelino Carreazo,
321820,1372613,853,11088.0,,Goal,Normal Goal,,27,0,27,Stanislav Shopov,
321822,1372613,853,15518.0,,Goal,Penalty,,58,0,58,Ioannis Pittas,
321837,1372612,857,141925.0,,Goal,Normal Goal,,50,0,50,Kevin Ceijas,
321869,1372333,646,315881.0,,Goal,Normal Goal,,90,3,93,Asen Mitkov,
321872,1361791,261,278950.0,,Goal,Normal Goal,,29,0,29,Isa Sakamoto,
321873,1361791,261,278950.0,,Goal,Normal Goal,,39,0,39,Isa Sakamoto,
321881,1361791,736,8845.0,,Goal,Penalty,,71,0,71,Daan Heymans,
321900,1361768,263,279.0,,Goal,Penalty,,56,0,56,Loïc Mbe Soh,
321909,1361768,263,187953.0,,Goal,Penalty,,78,0,78,Faisal Al-Ghamdi,
321916,1361769,734,129867.0,,Goal,Normal Goal,,8,0,8,Abdelkahar Kadri,
321945,1361749,1393,202951.0,,Goal,Missed Penalty,,8,0,8,Franjo Ivanović,
321954,1361749,554,550.0,,Goal,Missed Penalty,,64,0,64,Kasper Dolberg,
321968,1231715,213,41508.0,,Goal,Normal Goal,,63,0,63,Stivan Petkov,
321972,1231715,245,335055.0,,Goal,Normal Goal,,66,0,66,Rodrigo Matos,
321975,1231715,213,126897.0,,Goal,Normal Goal,,68,0,68,Zé Ricardo,
321981,1231719,234,47255.0,,Goal,Penalty,,32,0,32,Vitorino Antunes,
321990,1231719,4744,41507.0,,Goal,Missed Penalty,,60,0,60,João Silva,
321992,1231719,4744,141296.0,,Goal,Normal Goal,,71,0,71,Pedro Ribeiro,
321994,1231719,4744,429607.0,,Goal,Normal Goal,,75,0,75,Afonso Silva,
322005,1231711,233,187918.0,,Goal,Normal Goal,,34,0,34,Simão Martins,
322006,1231711,214,41165.0,,Goal,Penalty,,51,0,51,Alexandre Guedes,
322019,1231712,4662,46957.0,,Goal,Normal Goal,,11,0,11,Juan Muñoz,
322028,1231712,4662,279326.0,,Goal,Normal Goal,,74,0,74,Jair da Silva,
322036,1342696,1163,27166.0,,Goal,Penalty,,36,0,36,,
322047,1342696,2080,18568.0,,Goal,Normal Goal,,87,0,87,,
322050,1342696,1163,55425.0,,Goal,Normal Goal,,90,0,90,,
322051,1342697,1165,489935.0,,Goal,Normal Goal,,26,0,26,,
322056,1342697,1165,318083.0,,Goal,Normal Goal,,57,0,57,,
322073,1342698,587,126984.0,,Goal,Normal Goal,,72,0,72,,
322079,1342698,1164,293747.0,,Goal,Penalty,,83,0,83,,
322107,1208376,42,47311.0,,Goal,Normal Goal,,70,0,70,Mikel Merino,
322145,1208379,46,18741.0,,Goal,Normal Goal,,16,0,16,Conor Coady,
322177,1208801,541,278.0,,Goal,Penalty,,5,0,5,Kylian Mbappé,
322223,1208808,531,64309.0,,Goal,Own Goal,,71,0,71,Manuel Sánchez,
322240,1208809,542,47389.0,,Goal,Penalty,,79,0,79,Joan Jordán,
322254,1208810,531,47291.0,,Goal,Normal Goal,,76,0,76,Gorka Guruzeta,
322261,1208810,531,47278.0,,Goal,Normal Goal,,89,0,89,Daniel Vivian,
322281,1208812,728,128582.0,,Goal,Normal Goal,,37,0,37,Jorge de Frutos,
322283,1208812,728,18895.0,,Goal,Normal Goal,,45,6,51,Florian Lejeune,
322286,1208812,543,745.0,,Goal,Penalty,,61,0,61,Isco,
322297,1208813,538,119213.0,,Goal,Normal Goal,,44,0,44,Alfon González,
322324,1208815,798,46738.0,,Goal,Normal Goal,,11,0,11,Martin Valjent,
322383,1212944,537,30924.0,,Goal,Own Goal,,63,0,63,Marash Kumbulla,
322388,1212944,540,47249.0,,Goal,Normal Goal,,79,0,79,Leandro Cabrera,
322422,1213720,413,274275.0,,Goal,Normal Goal,,67,0,67,Brayann Pereira,
322433,1213722,201,312840.0,,Goal,Normal Goal,,30,0,30,Ernest Poku,
322451,1213723,415,272726.0,,Goal,Normal Goal,,57,0,57,Daan Rots,
322527,1213730,202,314264.0,,Goal,Normal Goal,,90,9,99,Thijmen Blokzijl,
322548,1213732,426,39100.0,,Goal,Normal Goal,,12,0,12,Tobias Lauritsen,
322549,1213732,207,265884.0,,Goal,Normal Goal,,36,0,36,Paxten Aaronson,
322611,1213737,195,129048.0,,Goal,Normal Goal,,72,0,72,Jesse Bosch,
322622,1217917,726,337955.0,,Goal,Own Goal,,57,0,57,Lalo Aguilar,
322636,1217917,722,505295.0,,Goal,Normal Goal,,90,8,98,Christian Kofane,
322694,1217927,4665,385767.0,,Goal,Normal Goal,,71,0,71,Mario Garcia,
322707,1223945,499,353609.0,,Goal,Normal Goal,,76,0,76,Ibrahim Sulemana,
322733,1223951,495,312.0,,Goal,Own Goal,,32,0,32,Alex Meret,
322752,1223952,505,275776.0,,Goal,Penalty,,49,0,49,Kristjan Asllani,
322765,1223953,1579,30460.0,,Goal,Normal Goal,,52,0,52,Gianluca Caprari,
322779,1223954,517,41371.0,,Goal,Normal Goal,,60,0,60,Fali Candé,
