player_id,fixture_id,team_id,team_name,event_type,position,new_name,nationality
35835,1351447,2283,Atlas,subst,,,
68193,1351447,2283,Atlas,subst,,,
70516,1332716,270,FH hafnarfjordur,Card,,,
324565,1332731,275,Stjarnan,Card,,,
371768,1351451,2314,Atletico San Luis,Card,,,
407366,,,,,,,
505851,,,,,,,
524491,1351443,14002,Mazatlán,subst,,,
